,ID,flow_id,time,bytes,bytes_sum,dir,iat
0,2023-10-12 06:33:08DE0.268284636,2023-10-12 06:33:08DE,0.268284636,282,282,True,0.268284636
1,2023-10-12 06:33:08DE0.706444167,2023-10-12 06:33:08DE,0.706444167,576,858,False,0.706444167
2,2023-10-12 06:33:08DE0.709146354,2023-10-12 06:33:08DE,0.709146354,3307,4165,False,0.0027021870000000225
3,2023-10-12 06:33:08DE0.733887656,2023-10-12 06:33:08DE,0.733887656,80,4245,True,0.46560302000000003
4,2023-10-12 06:33:08DE0.734593542,2023-10-12 06:33:08DE,0.734593542,24,4269,True,0.0007058859999999889
5,2023-10-12 06:33:10DE0.420088854,2023-10-12 06:33:10DE,0.420088854,283,283,True,0.420088854
6,2023-10-12 06:33:10DE0.790277187,2023-10-12 06:33:10DE,0.790277187,576,859,False,0.790277187
7,2023-10-12 06:33:10DE0.792874687,2023-10-12 06:33:10DE,0.792874687,3307,4166,False,0.0025974999999999193
8,2023-10-12 06:33:10DE0.814956197,2023-10-12 06:33:10DE,0.814956197,80,4246,True,0.394867343
9,2023-10-12 06:33:10DE0.815238385,2023-10-12 06:33:10DE,0.815238385,24,4270,True,0.00028218800000001654
10,2023-10-12 06:33:12DE0.658813489,2023-10-12 06:33:12DE,0.658813489,273,273,True,0.658813489
11,2023-10-12 06:33:12DE0.950755051,2023-10-12 06:33:12DE,0.950755051,576,849,False,0.950755051
12,2023-10-12 06:33:12DE0.953392551,2023-10-12 06:33:12DE,0.953392551,2327,3176,False,0.0026374999999999593
13,2023-10-12 06:33:12DE0.960639426,2023-10-12 06:33:12DE,0.960639426,64,3240,True,0.30182593699999993
14,2023-10-12 06:33:12DE0.961158801,2023-10-12 06:33:12DE,0.961158801,24,3264,True,0.0005193749999999886
15,2023-10-12 06:33:44DE0.464553124,2023-10-12 06:33:44DE,0.464553124,282,282,True,0.464553124
16,2023-10-12 06:33:44DE0.477623281,2023-10-12 06:33:44DE,0.477623281,576,858,False,0.477623281
17,2023-10-12 06:33:44DE0.478346458,2023-10-12 06:33:44DE,0.478346458,1349,2207,False,0.0007231769999999638
18,2023-10-12 06:33:44DE0.478385052,2023-10-12 06:33:44DE,0.478385052,1316,3523,False,3.8594000000002904e-05
19,2023-10-12 06:33:44DE0.480276249,2023-10-12 06:33:44DE,0.480276249,64,3587,True,0.015723125000000004
20,2023-10-12 06:33:44DE0.480542604,2023-10-12 06:33:44DE,0.480542604,24,3611,True,0.0002663549999999959
21,2023-10-12 06:33:44DE0.464179583,2023-10-12 06:33:44DE,0.464179583,282,3893,True,-0.016363020999999978
22,2023-10-12 06:33:44DE0.480499114,2023-10-12 06:33:44DE,0.480499114,576,4469,False,0.0021140620000000276
23,2023-10-12 06:33:44DE0.481352083,2023-10-12 06:33:44DE,0.481352083,1349,5818,False,0.0008529689999999812
24,2023-10-12 06:33:44DE0.482709843,2023-10-12 06:33:44DE,0.482709843,1315,7133,False,0.0013577600000000412
25,2023-10-12 06:33:44DE0.486325104,2023-10-12 06:33:44DE,0.486325104,64,7197,True,0.022145521
26,2023-10-12 06:33:44DE0.486604895,2023-10-12 06:33:44DE,0.486604895,24,7221,True,0.0002797909999999737
27,2023-10-12 06:33:45DE0.313896145,2023-10-12 06:33:45DE,0.313896145,283,283,True,0.313896145
28,2023-10-12 06:33:45DE0.328648906,2023-10-12 06:33:45DE,0.328648906,576,859,False,0.328648906
29,2023-10-12 06:33:45DE0.329336666,2023-10-12 06:33:45DE,0.329336666,1349,2208,False,0.0006877599999999817
30,2023-10-12 06:33:45DE0.329460104,2023-10-12 06:33:45DE,0.329460104,1576,3784,False,0.00012343799999997573
31,2023-10-12 06:33:45DE0.331080885,2023-10-12 06:33:45DE,0.331080885,64,3848,True,0.017184739999999976
32,2023-10-12 06:33:45DE0.331554583,2023-10-12 06:33:45DE,0.331554583,24,3872,True,0.0004736980000000224
33,2023-10-12 06:33:45DE0.313909583,2023-10-12 06:33:45DE,0.313909583,283,4155,True,-0.017645000000000022
34,2023-10-12 06:33:45DE0.331224791,2023-10-12 06:33:45DE,0.331224791,576,4731,False,0.0017646870000000425
35,2023-10-12 06:33:45DE0.331797604,2023-10-12 06:33:45DE,0.331797604,1349,6080,False,0.0005728130000000053
36,2023-10-12 06:33:45DE0.331830885,2023-10-12 06:33:45DE,0.331830885,1576,7656,False,3.328099999999612e-05
37,2023-10-12 06:33:45DE0.333114895,2023-10-12 06:33:45DE,0.333114895,64,7720,True,0.01920531200000003
38,2023-10-12 06:33:45DE0.333313281,2023-10-12 06:33:45DE,0.333313281,24,7744,True,0.00019838599999999484
39,2023-10-12 06:33:46DE0.092069427,2023-10-12 06:33:46DE,0.092069427,277,277,True,0.092069427
40,2023-10-12 06:33:46DE0.114805,2023-10-12 06:33:46DE,0.114805,576,853,False,0.114805
41,2023-10-12 06:33:46DE0.115469844,2023-10-12 06:33:46DE,0.115469844,2171,3024,False,0.0006648439999999978
42,2023-10-12 06:33:46DE0.120975417,2023-10-12 06:33:46DE,0.120975417,64,3088,True,0.028905990000000006
43,2023-10-12 06:33:46DE0.121861771,2023-10-12 06:33:46DE,0.121861771,24,3112,True,0.000886353999999992
44,2023-10-12 06:33:46DE0.091990677,2023-10-12 06:33:46DE,0.091990677,277,3389,True,-0.029871093999999987
45,2023-10-12 06:33:46DE0.114816719,2023-10-12 06:33:46DE,0.114816719,576,3965,False,-0.0006531250000000044
46,2023-10-12 06:33:46DE0.115471302,2023-10-12 06:33:46DE,0.115471302,2172,6137,False,0.0006545830000000002
47,2023-10-12 06:33:46DE0.12100724,2023-10-12 06:33:46DE,0.12100724,64,6201,True,0.029016562999999995
48,2023-10-12 06:33:46DE0.121945365,2023-10-12 06:33:46DE,0.121945365,24,6225,True,0.000938124999999998
49,2023-10-12 06:33:46DE0.091619687,2023-10-12 06:33:46DE,0.091619687,277,6502,True,-0.030325677999999995
50,2023-10-12 06:33:46DE0.11494375,2023-10-12 06:33:46DE,0.11494375,576,7078,False,-0.0005275520000000006
51,2023-10-12 06:33:46DE0.116233646,2023-10-12 06:33:46DE,0.116233646,2171,9249,False,0.0012898959999999987
52,2023-10-12 06:33:46DE0.125311823,2023-10-12 06:33:46DE,0.125311823,64,9313,True,0.033692135999999984
53,2023-10-12 06:33:46DE0.125434792,2023-10-12 06:33:46DE,0.125434792,24,9337,True,0.00012296900000000055
54,2023-10-12 06:33:46DE0.144605469,2023-10-12 06:33:46DE,0.144605469,277,9614,True,0.019170676999999997
55,2023-10-12 06:33:46DE0.165867604,2023-10-12 06:33:46DE,0.165867604,576,10190,False,0.049633958000000006
56,2023-10-12 06:33:46DE0.16645401,2023-10-12 06:33:46DE,0.16645401,2171,12361,False,0.0005864060000000115
57,2023-10-12 06:33:46DE0.172751719,2023-10-12 06:33:46DE,0.172751719,64,12425,True,0.02814625000000001
58,2023-10-12 06:33:46DE0.173057448,2023-10-12 06:33:46DE,0.173057448,24,12449,True,0.0003057290000000046
59,2023-10-12 06:33:48DE1.229962291,2023-10-12 06:33:48DE,1.229962291,281,281,True,1.229962291
60,2023-10-12 06:33:48DE1.258171718,2023-10-12 06:33:48DE,1.258171718,576,857,False,1.258171718
61,2023-10-12 06:33:48DE1.258994687,2023-10-12 06:33:48DE,1.258994687,6195,7052,False,0.0008229689999998957
62,2023-10-12 06:33:48DE1.263100052,2023-10-12 06:33:48DE,1.263100052,64,7116,True,0.03313776099999988
63,2023-10-12 06:33:48DE1.2634392700000001,2023-10-12 06:33:48DE,1.2634392700000001,24,7140,True,0.000339218000000141
64,2023-10-12 06:33:48DE1.230585208,2023-10-12 06:33:48DE,1.230585208,281,7421,True,-0.032854062000000184
65,2023-10-12 06:33:48DE1.263366562,2023-10-12 06:33:48DE,1.263366562,576,7997,False,0.004371875000000136
66,2023-10-12 06:33:48DE1.264048697,2023-10-12 06:33:48DE,1.264048697,6196,14193,False,0.0006821349999999171
67,2023-10-12 06:33:48DE1.271563489,2023-10-12 06:33:48DE,1.271563489,64,14257,True,0.040978281000000116
68,2023-10-12 06:33:48DE1.271914062,2023-10-12 06:33:48DE,1.271914062,24,14281,True,0.00035057299999996516
69,2023-10-12 06:33:48DE1.232390052,2023-10-12 06:33:48DE,1.232390052,281,14562,True,-0.039524010000000054
70,2023-10-12 06:33:48DE1.268381093,2023-10-12 06:33:48DE,1.268381093,576,15138,False,0.004332395999999905
